nameFirst,nameLast,weight,debut,height,finalGame,baseball_ref_url,birthCity,birthState,birthYear,lat,long
Jim,Callahan,145,1902-05-25,69,1902-05-25,http://www.baseball-reference.com/players/c/callaji02.shtml,Allegheny County,PA,1881,40.4597204,-79.9760404
Ed,Donnelly,175,1959-08-01,72,1959-09-20,http://www.baseball-reference.com/players/d/donneed02.shtml,Allen,MI,1932,41.958193,-84.768166
Vallie,Eaves,180,1935-09-12,74,1942-04-26,http://www.baseball-reference.com/players/e/eavesva01.shtml,Allen,OK,1911,34.877383,-96.412987
Fred,Hancock,170,1949-04-26,68,1949-09-29,http://www.baseball-reference.com/players/h/hancofr01.shtml,Allenport,PA,1920,40.367638,-77.874104
Fred,Hancock,170,1949-04-26,68,1949-09-29,http://www.baseball-reference.com/players/h/hancofr01.shtml,Allenport,PA,1920,40.088771,-79.859227
Bill,Phillips,180,1890-08-11,71,1903-09-22,http://www.baseball-reference.com/players/p/phillbi02.shtml,Allenport,PA,1868,40.367638,-77.874104
Bill,Phillips,180,1890-08-11,71,1903-09-22,http://www.baseball-reference.com/players/p/phillbi02.shtml,Allenport,PA,1868,40.088771,-79.859227
Bob,Klinger,180,1938-04-19,72,1947-09-23,http://www.baseball-reference.com/players/k/klingbo01.shtml,Allenton,MO,1908,38.5036646,-90.6759614
Doc,Imlay,168,1913-07-07,71,1913-09-27,http://www.baseball-reference.com/players/i/imlaydo01.shtml,Allentown,NJ,1889,40.178561,-74.590095
Johnny,Bucha,190,1948-05-02,71,1953-09-25,http://www.baseball-reference.com/players/b/buchajo01.shtml,Allentown,PA,1925,40.593648,-75.478393
Slim,Emmerich,170,1945-05-14,73,1946-04-26,http://www.baseball-reference.com/players/e/emmersl01.shtml,Allentown,PA,1919,40.593648,-75.478393
Bob,Heffner,200,1963-06-19,76,1968-05-20,http://www.baseball-reference.com/players/h/heffnbo01.shtml,Allentown,PA,1938,40.593648,-75.478393
John,Meister,175,1886-08-24,68,1887-06-29,http://www.baseball-reference.com/players/m/meistjo01.shtml,Allentown,PA,1863,40.593648,-75.478393
Jeff,Mutis,185,1991-06-15,74,1994-07-31,http://www.baseball-reference.com/players/m/mutisje01.shtml,Allentown,PA,1966,40.593648,-75.478393
Anthony,Recker,240,2011-08-25,74,2015-09-27,http://www.baseball-reference.com/players/r/reckean01.shtml,Allentown,PA,1983,40.593648,-75.478393
Dave,Schneck,200,1972-07-14,70,1974-10-01,http://www.baseball-reference.com/players/s/schneda02.shtml,Allentown,PA,1949,40.593648,-75.478393
Harry,Betts,200,1903-09-22,70,1913-05-13,http://www.baseball-reference.com/players/b/bettsha01.shtml,Alliance,OH,1881,40.911171,-81.119827
Fred,Bratschi,170,1921-07-24,70,1927-04-12,http://www.baseball-reference.com/players/b/bratsfr01.shtml,Alliance,OH,1892,40.911171,-81.119827
Lou,Fette,200,1937-04-26,73,1945-06-22,http://www.baseball-reference.com/players/f/fettelo01.shtml,Alma,MO,1907,39.096409,-93.547800
Oscar,Horstmann,165,1917-04-18,71,1919-06-01,http://www.baseball-reference.com/players/h/horstos01.shtml,Alma,MO,1891,39.096409,-93.547800
Blaise,Ilsley,195,1994-04-04,73,1994-07-07,http://www.baseball-reference.com/players/i/ilslebl01.shtml,Alpena,MI,1964,45.074475,-83.443571
Dan,Rohn,165,1983-09-02,68,1986-05-21,http://www.baseball-reference.com/players/r/rohnda01.shtml,Alpena,MI,1956,45.074475,-83.443571
Kevin,Young,210,1992-07-12,75,2003-06-27,http://www.baseball-reference.com/players/y/youngke01.shtml,Alpena,MI,1969,45.074475,-83.443571
Joe,Buzas,180,1945-04-17,73,1945-06-28,http://www.baseball-reference.com/players/b/buzasjo01.shtml,Alpha,NJ,1919,40.659447,-75.157052
Everett,Teaford,160,2011-05-17,72,2015-07-07,http://www.baseball-reference.com/players/t/teafoev01.shtml,Alpharetta,GA,1984,34.070648,-84.275907
Bob,Lillis,160,1958-08-17,71,1967-09-17,http://www.baseball-reference.com/players/l/lillibo01.shtml,Altadena,CA,1930,34.192212,-118.135589
Jim,Merritt,175,1965-08-02,75,1975-05-23,http://www.baseball-reference.com/players/m/merriji01.shtml,Altadena,CA,1943,34.192212,-118.135589
Roger,Nelson,200,1967-09-09,75,1976-09-23,http://www.baseball-reference.com/players/n/nelsoro02.shtml,Altadena,CA,1944,34.192212,-118.135589
John,Gast,190,2013-05-14,74,2013-05-25,http://www.baseball-reference.com/players/g/gastjo01.shtml,Altamonte Springs,FL,1989,28.661022,-81.394681
Rickie,Weeks,220,2003-09-15,70,2015-06-12,http://www.baseball-reference.com/players/w/weeksri01.shtml,Altamonte Springs,FL,1982,28.661022,-81.394681
Bucky,Jacobs,155,1937-06-27,71,1940-06-01,http://www.baseball-reference.com/players/j/jacobbu01.shtml,Altavista,VA,1913,37.123439,-79.283377
Dick,Burwell,190,1960-09-13,73,1961-09-17,http://www.baseball-reference.com/players/b/burwedi01.shtml,Alton,IL,1940,38.902125,-90.154083
Don,Lenhardt,190,1950-04-18,75,1954-09-25,http://www.baseball-reference.com/players/l/lenhado01.shtml,Alton,IL,1922,38.902125,-90.154083
Bill,Lyons,175,1983-07-20,73,1984-09-30,http://www.baseball-reference.com/players/l/lyonsbi01.shtml,Alton,IL,1958,38.902125,-90.154083
Arch,Reilly,163,1917-06-01,70,1917-06-01,http://www.baseball-reference.com/players/r/reillar01.shtml,Alton,IL,1891,38.902125,-90.154083
Tom,Hamilton,213,1952-09-04,76,1953-09-13,http://www.baseball-reference.com/players/h/hamilto01.shtml,Altoona,KS,1925,37.524517,-95.661498
John,Ake,180,1884-05-12,73,1884-07-15,http://www.baseball-reference.com/players/a/akejo01.shtml,Altoona,PA,1861,40.508190,-78.401306
Ron,Blazier,215,1996-05-31,78,1997-09-28,http://www.baseball-reference.com/players/b/blaziro01.shtml,Altoona,PA,1971,40.508190,-78.401306
Ripper,Collins,165,1931-04-18,69,1941-09-28,http://www.baseball-reference.com/players/c/colliri02.shtml,Altoona,PA,1904,40.508190,-78.401306
Alexander,Donoghue,165,1891-08-24,68,1891-08-29,http://www.baseball-reference.com/players/d/donohjo01.shtml,Altoona,PA,1863,40.508190,-78.401306
John,Gochnaur,160,1901-09-29,69,1903-09-29,http://www.baseball-reference.com/players/g/gochnjo01.shtml,Altoona,PA,1875,40.508190,-78.401306
Thomas,Healy,172,1915-07-13,72,1916-10-03,http://www.baseball-reference.com/players/h/healyth01.shtml,Altoona,PA,1895,40.508190,-78.401306
Tommy,Irwin,165,1938-10-01,71,1938-10-02,http://www.baseball-reference.com/players/i/irwinto01.shtml,Altoona,PA,1912,40.508190,-78.401306
Pat,Malone,200,1928-04-12,72,1937-09-28,http://www.baseball-reference.com/players/m/malonpa02.shtml,Altoona,PA,1902,40.508190,-78.401306
Jim,Ritz,165,1894-07-20,68,1894-07-20,http://www.baseball-reference.com/players/r/ritzji01.shtml,Altoona,PA,1874,40.508190,-78.401306
Walt,Thomas,156,1908-09-18,68,1908-09-19,http://www.baseball-reference.com/players/t/thomawa01.shtml,Altoona,PA,1884,40.508190,-78.401306
Art,Herring,168,1929-09-12,67,1947-06-15,http://www.baseball-reference.com/players/h/herriar01.shtml,Altus,OK,1906,34.657061,-99.309046
Jerry,Tabb,195,1976-09-08,74,1978-05-29,http://www.baseball-reference.com/players/t/tabbje01.shtml,Altus,OK,1952,34.657061,-99.309046
Vic,Black,210,2013-07-25,76,2014-09-13,http://www.baseball-reference.com/players/b/blackvi01.shtml,Amarillo,TX,1988,35.197839,-101.828746
Trey,Hillman,170,,71,,http://www.baseball-reference.com/players/h/hillmtr99.shtml,Amarillo,TX,1963,35.197839,-101.828746
Lew,Richie,165,1906-05-08,68,1913-08-08,http://www.baseball-reference.com/players/r/richile01.shtml,Ambler,PA,1883,40.156385,-75.221532
Shag,Shaughnessy,185,1905-04-17,73,1908-06-20,http://www.baseball-reference.com/players/s/shaugsh01.shtml,Amboy,IL,1883,41.728959,-89.367668
Oris,Hockett,182,1938-09-04,69,1945-09-07,http://www.baseball-reference.com/players/h/hockeor01.shtml,Amboy,IN,1909,40.602751,-85.927363
Fred,Klages,185,1966-09-11,74,1967-09-11,http://www.baseball-reference.com/players/k/klagefr01.shtml,Ambridge,PA,1943,40.591646,-80.226911
Monty,Kennedy,185,1946-04-18,74,1953-09-12,http://www.baseball-reference.com/players/k/kennemo01.shtml,Amelia,VA,1922,37.3319664,-78.0084479
Jordan,Smith,220,2010-06-15,75,2011-05-22,http://www.baseball-reference.com/players/s/smithjo06.shtml,American Fork,UT,1986,40.381540,-111.793481
Gene,Martin,190,1968-07-28,72,1968-09-13,http://www.baseball-reference.com/players/m/martige01.shtml,Americus,GA,1947,32.074377,-84.222829
Jeff,McCleskey,160,1913-09-08,71,1913-09-13,http://www.baseball-reference.com/players/m/mccleje01.shtml,Americus,GA,1891,32.074377,-84.222829
Mo,Sanford,220,1991-08-09,78,1995-06-06,http://www.baseball-reference.com/players/s/sanfomo01.shtml,Americus,GA,1966,32.074377,-84.222829
Ross,Grimsley,175,1951-09-03,72,1951-09-30,http://www.baseball-reference.com/players/g/grimsro01.shtml,Americus,KS,1922,38.506385,-96.261282
Ed,Barney,178,1915-07-22,70,1916-07-02,http://www.baseball-reference.com/players/b/barneed01.shtml,Amery,WI,1890,45.305960,-92.363396
Steve,Dreyer,185,1993-08-08,75,1994-04-30,http://www.baseball-reference.com/players/d/dreyest01.shtml,Ames,IA,1969,42.026020,-93.627747
Ned,Harris,175,1941-04-20,71,1946-04-28,http://www.baseball-reference.com/players/h/harrine01.shtml,Ames,IA,1916,42.026020,-93.627747
Billy,Sunday,160,1883-05-22,70,1890-10-04,http://www.baseball-reference.com/players/s/sundabi01.shtml,Ames,IA,1862,42.026020,-93.627747
Jimmy,Bannon,160,1893-06-15,65,1896-08-12,http://www.baseball-reference.com/players/b/bannoji01.shtml,Amesbury,MA,1871,42.851293,-70.955810
Tom,Bannon,175,1895-05-10,68,1896-09-25,http://www.baseball-reference.com/players/b/bannoto01.shtml,Amesbury,MA,1869,42.851293,-70.955810
Pat,Crisham,168,1899-05-05,72,1899-10-09,http://www.baseball-reference.com/players/c/crishpa01.shtml,Amesbury,MA,1877,42.851293,-70.955810
John,Henry,180,1910-07-08,72,1918-08-10,http://www.baseball-reference.com/players/h/henryjo02.shtml,Amherst,MA,1889,42.3803676,-72.5231429
Walter,Prince,150,1883-08-07,69,1884-08-04,http://www.baseball-reference.com/players/p/princwa01.shtml,Amherst,NH,1861,42.863576,-71.623821
Frank,Selee,,,,,http://www.baseball-reference.com/players/s/seleefr99.shtml,Amherst,NH,1859,42.863576,-71.623821
Ryan,Rua,205,2014-08-29,74,2015-09-20,http://www.baseball-reference.com/players/r/ruary01.shtml,Amherst,OH,1990,41.405329,-82.231725
Tom,Metcalf,174,1963-08-04,74,1963-09-20,http://www.baseball-reference.com/players/m/metcato01.shtml,Amherst,WI,1940,44.448329,-89.281683
Tony,Graffanino,175,1996-04-19,73,2009-04-26,http://www.baseball-reference.com/players/g/graffto01.shtml,Amityville,NY,1972,40.669844,-73.415787
Brian,Maxcy,170,1995-05-26,73,1996-04-25,http://www.baseball-reference.com/players/m/maxcybr01.shtml,Amory,MS,1971,33.981846,-88.482607
Mitch,Moreland,230,2010-07-29,74,2015-10-04,http://www.baseball-reference.com/players/m/morelmi01.shtml,Amory,MS,1985,33.981846,-88.482607
Roger,Bowman,175,1949-09-22,72,1955-05-22,http://www.baseball-reference.com/players/b/bowmaro01.shtml,Amsterdam,NY,1927,42.941628,-74.190566
Jack,Hammond,170,1915-04-15,71,1922-06-16,http://www.baseball-reference.com/players/h/hammoja01.shtml,Amsterdam,NY,1891,42.941628,-74.190566
Steve,Kuczek,160,1949-09-29,72,1949-09-29,http://www.baseball-reference.com/players/k/kuczest01.shtml,Amsterdam,NY,1924,42.941628,-74.190566
Roger,Weaver,190,1980-06-06,75,1980-10-04,http://www.baseball-reference.com/players/w/weavero01.shtml,Amsterdam,NY,1954,42.941628,-74.190566
Nick,Young,,,,,http://www.baseball-reference.com/players/y/youngni99.shtml,Amsterdam,NY,1840,42.941628,-74.190566
Rob,Johnson,220,2007-09-04,73,2013-09-14,http://www.baseball-reference.com/players/j/johnsro07.shtml,Anaconda,MT,1982,46.1287944,-112.9423686
Charley,Schanz,215,1944-04-20,75,1950-07-02,http://www.baseball-reference.com/players/s/schanch01.shtml,Anacortes,WA,1919,48.488725,-122.623980
Derrell,Griffith,168,1963-09-26,72,1966-06-28,http://www.baseball-reference.com/players/g/griffde01.shtml,Anadarko,OK,1943,35.065296,-98.244469
Butch,Huskey,244,1993-09-08,75,2000-10-01,http://www.baseball-reference.com/players/h/huskebu01.shtml,Anadarko,OK,1971,35.065296,-98.244469
Cal,McLish,179,1944-05-13,72,1964-07-14,http://www.baseball-reference.com/players/m/mclisca01.shtml,Anadarko,OK,1925,35.065296,-98.244469
Kevin,Blankenship,180,1988-09-20,72,1990-06-12,http://www.baseball-reference.com/players/b/blankke01.shtml,Anaheim,CA,1963,33.855497,-117.760071
Alex,Burnett,220,2010-04-08,72,2013-05-29,http://www.baseball-reference.com/players/b/burneal01.shtml,Anaheim,CA,1987,33.855497,-117.760071
Bobby,Cramer,205,2010-09-13,73,2011-06-09,http://www.baseball-reference.com/players/c/cramebo01.shtml,Anaheim,CA,1979,33.855497,-117.760071
Derrin,Ebert,200,1999-04-06,75,1999-10-02,http://www.baseball-reference.com/players/e/ebertde01.shtml,Anaheim,CA,1976,33.855497,-117.760071
Dan,Giese,200,2007-09-08,75,2009-05-15,http://www.baseball-reference.com/players/g/gieseda01.shtml,Anaheim,CA,1977,33.855497,-117.760071
Hal,Gregg,195,1943-08-18,75,1952-08-17,http://www.baseball-reference.com/players/g/greggha01.shtml,Anaheim,CA,1921,33.855497,-117.760071
Chris,Hatcher,220,1998-09-06,75,1998-09-26,http://www.baseball-reference.com/players/h/hatchch01.shtml,Anaheim,CA,1969,33.855497,-117.760071
Chris,Jakubauskas,215,2009-04-08,74,2011-09-25,http://www.baseball-reference.com/players/j/jakubch01.shtml,Anaheim,CA,1978,33.855497,-117.760071
Kevin,Jepsen,235,2008-09-08,75,2015-10-02,http://www.baseball-reference.com/players/j/jepseke01.shtml,Anaheim,CA,1984,33.855497,-117.760071
Joe,Kelly,190,2012-06-10,73,2015-09-15,http://www.baseball-reference.com/players/k/kellyjo05.shtml,Anaheim,CA,1988,33.855497,-117.760071
Michael,Lorenzen,205,2015-04-29,75,2015-10-03,http://www.baseball-reference.com/players/l/lorenmi01.shtml,Anaheim,CA,1992,33.855497,-117.760071
Bill,Murphy,195,2007-09-03,71,2009-05-13,http://www.baseball-reference.com/players/m/murphbi02.shtml,Anaheim,CA,1981,33.855497,-117.760071
Jeff,Patterson,200,1995-04-30,74,1995-05-07,http://www.baseball-reference.com/players/p/patteje01.shtml,Anaheim,CA,1968,33.855497,-117.760071
Steve,Scarsone,170,1992-05-15,74,1999-09-08,http://www.baseball-reference.com/players/s/scarsst01.shtml,Anaheim,CA,1966,33.855497,-117.760071
Mike,Schooler,220,1988-06-10,75,1993-09-03,http://www.baseball-reference.com/players/s/schoomi01.shtml,Anaheim,CA,1962,33.855497,-117.760071
Chris,Tillman,200,2009-07-29,77,2015-10-04,http://www.baseball-reference.com/players/t/tillmch01.shtml,Anaheim,CA,1988,33.855497,-117.760071
Mark,Trumbo,225,2010-09-11,76,2015-10-04,http://www.baseball-reference.com/players/t/trumbma01.shtml,Anaheim,CA,1986,33.855497,-117.760071
Josh,Vitters,200,2012-08-05,74,2012-10-03,http://www.baseball-reference.com/players/v/vittejo01.shtml,Anaheim,CA,1989,33.855497,-117.760071
Adam,Wilk,180,2011-05-26,74,2015-04-15,http://www.baseball-reference.com/players/w/wilkad01.shtml,Anaheim,CA,1987,33.855497,-117.760071
Justin,Wilson,205,2012-08-20,74,2015-10-04,http://www.baseball-reference.com/players/w/wilsoju10.shtml,Anaheim,CA,1987,33.855497,-117.760071
Jaret,Wright,220,1997-06-24,74,2007-04-29,http://www.baseball-reference.com/players/w/wrighja02.shtml,Anaheim,CA,1975,33.855497,-117.760071
Shawn,Chacon,212,2001-04-29,75,2008-06-19,http://www.baseball-reference.com/players/c/chacosh01.shtml,Anchorage,AK,1977,61.174250,-149.284329
Aaron,Cunningham,215,2008-08-31,71,2012-07-24,http://www.baseball-reference.com/players/c/cunniaa01.shtml,Anchorage,AK,1986,61.174250,-149.284329
Randy,Kutcher,170,1986-06-19,71,1990-09-27,http://www.baseball-reference.com/players/k/kutchra01.shtml,Anchorage,AK,1960,61.174250,-149.284329
Scott,Loucks,178,1980-09-01,72,1985-05-29,http://www.baseball-reference.com/players/l/loucksc01.shtml,Anchorage,AK,1956,61.174250,-149.284329
Josh,Phelps,225,2000-06-13,75,2008-09-28,http://www.baseball-reference.com/players/p/phelpjo01.shtml,Anchorage,AK,1978,61.174250,-149.284329
Curt,Schilling,205,1988-09-07,77,2007-09-25,http://www.baseball-reference.com/players/s/schilcu01.shtml,Anchorage,AK,1966,61.174250,-149.284329
Daniel,Schlereth,210,2009-05-29,72,2012-04-21,http://www.baseball-reference.com/players/s/schleda01.shtml,Anchorage,AK,1986,61.174250,-149.284329
Steve,Staggs,150,1977-07-01,69,1978-06-20,http://www.baseball-reference.com/players/s/staggst01.shtml,Anchorage,AK,1951,61.174250,-149.284329
David,Williams,215,2001-06-06,75,2007-09-24,http://www.baseball-reference.com/players/w/willida07.shtml,Anchorage,AK,1979,61.174250,-149.284329
Mike,Ignasiak,175,1991-08-22,71,1995-08-21,http://www.baseball-reference.com/players/i/ignasmi01.shtml,Anchorville,MI,1966,42.6911437,-82.6885268
Jermaine,Allensworth,178,1996-07-23,72,1999-05-29,http://www.baseball-reference.com/players/a/allenje01.shtml,Anderson,IN,1972,40.089233,-85.695119
Buck,Crouse,158,1923-08-01,68,1930-09-28,http://www.baseball-reference.com/players/c/crousbu01.shtml,Anderson,IN,1897,40.089233,-85.695119
Carl,Erskine,165,1948-07-25,70,1959-06-14,http://www.baseball-reference.com/players/e/erskica01.shtml,Anderson,IN,1926,40.089233,-85.695119
Chauncey,Fisher,175,1893-09-20,71,1901-07-06,http://www.baseball-reference.com/players/f/fishech04.shtml,Anderson,IN,1872,40.089233,-85.695119
Tom,Fisher,185,1904-04-17,70,1904-10-03,http://www.baseball-reference.com/players/f/fisheto01.shtml,Anderson,IN,1880,40.089233,-85.695119
Charlie,Knepper,190,1899-05-26,76,1899-09-26,http://www.baseball-reference.com/players/k/kneppch01.shtml,Anderson,IN,1871,40.089233,-85.695119
Bob,Larmore,185,1918-05-14,70,1918-06-22,http://www.baseball-reference.com/players/l/larmobo01.shtml,Anderson,IN,1896,40.089233,-85.695119
Adam,Lind,195,2006-09-02,74,2015-10-04,http://www.baseball-reference.com/players/l/lindad01.shtml,Anderson,IN,1983,40.089233,-85.695119
Peaches,O'Neill,165,1904-04-16,71,1904-08-04,http://www.baseball-reference.com/players/o/o'neipe01.shtml,Anderson,IN,1879,40.089233,-85.695119
Lou,Brissie,210,1947-09-28,76,1953-09-01,http://www.baseball-reference.com/players/b/brisslo01.shtml,Anderson,SC,1924,34.521166,-82.647326
Sammy,Meeks,160,1948-04-29,69,1951-09-20,http://www.baseball-reference.com/players/m/meekssa01.shtml,Anderson,SC,1923,34.521166,-82.647326
Jim,Rice,200,1974-08-19,74,1989-08-03,http://www.baseball-reference.com/players/r/riceji01.shtml,Anderson,SC,1953,34.521166,-82.647326
Ben,Taylor,190,,73,,http://www.baseball-reference.com/players/t/taylobe99.shtml,Anderson,SC,1888,34.521166,-82.647326
Jesse,Baker,188,1911-04-23,71,1911-09-04,http://www.baseball-reference.com/players/b/bakerje01.shtml,Anderson Island,WA,1888,47.149874,-122.681692
Mike,Morin,220,2014-04-30,76,2015-10-04,http://www.baseball-reference.com/players/m/morinmi01.shtml,Andover,MN,1991,45.252420,-93.337402
Patsy,Dougherty,190,1902-04-19,74,1911-09-22,http://www.baseball-reference.com/players/d/doughpa01.shtml,Andover,NY,1876,42.156996,-77.796098
Ed,Moyer,,1910-07-20,,1910-10-04,http://www.baseball-reference.com/players/m/moyered01.shtml,Andover,OH,1885,41.606682,-80.568741
Mike,McCormick,195,1940-04-16,72,1951-09-30,http://www.baseball-reference.com/players/m/mccormi02.shtml,Angel's Camp,CA,1917,38.0682555,-120.5396455
George,Metkovich,185,1943-07-16,73,1954-09-26,http://www.baseball-reference.com/players/m/metkoca01.shtml,Angel's Camp,CA,1920,38.0682555,-120.5396455
Fred,Beene,155,1968-09-18,69,1975-09-28,http://www.baseball-reference.com/players/b/beenefr01.shtml,Angleton,TX,1942,29.169195,-95.428973
Bernie,James,150,1929-04-24,69,1933-10-01,http://www.baseball-reference.com/players/j/jamesbe02.shtml,Angleton,TX,1905,29.169195,-95.428973
Pi,Schwert,160,1914-08-20,70,1915-10-07,http://www.baseball-reference.com/players/s/schwepi01.shtml,Angola,NY,1892,42.637885,-79.029516
Roxey,Roach,160,1910-05-02,71,1915-09-30,http://www.baseball-reference.com/players/r/roachro01.shtml,Anita,PA,1882,41.001453,-78.9630892
Ken,Ash,165,1925-04-17,71,1930-09-26,http://www.baseball-reference.com/players/a/ashke01.shtml,Anmoore,WV,1901,39.256318,-80.293972
